,Title,genres,director_name,actor_name1,actor_name2,actor_name3,genres_director_actor
15,Gretel & Hansel,Fantasy Horror Mystery,Oz Perkins,Sophia Lillis,Sammy Leakey,Charles Babalola,Sophia Lillis Sammy Leakey Charles Babalola Oz Perkins Fantasy Horror Mystery
16,The Assistant,Drama,Kitty Green,Julia Garner,Matthew Macfadyen,,
17,Birds of Prey,Action Crime,Cathy Yan,Margot Robbie,Mary Elizabeth Winstead,Jurnee Smollett-Bell,Margot Robbie Mary Elizabeth Winstead Jurnee Smollett-Bell Cathy Yan Action Crime
18,The Lodge,Drama Horror Thriller,"Veronika Franz, Severin Fiala (directors/screenplay); Sergio Casci (screenplay); Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage, Alicia Silverstone",Riley Keough,Jaeden Martell,Lia McHugh,"Riley Keough Jaeden Martell Lia McHugh Veronika Franz, Severin Fiala (directors/screenplay); Sergio Casci (screenplay); Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage, Alicia Silverstone Drama Horror Thriller"
19,Timmy Failure: Mistakes Were Made,Family Mystery Comedy Fantasy,Tom McCarthy,Winslow Fegley,Ophelia Lovibond,Craig Robinson,Winslow Fegley Ophelia Lovibond Craig Robinson Tom McCarthy Family Mystery Comedy Fantasy
20,Horse Girl,Drama,Jeff Baena,Alison Brie,Debby Ryan,John Paul Reynolds,Alison Brie Debby Ryan John Paul Reynolds Jeff Baena Drama
21,To All the Boys: P.S. I Still Love You,Romance Comedy,Michael Fimognari,Lana Condor,Noah Centineo,Jordan Fisher,Lana Condor Noah Centineo Jordan Fisher Michael Fimognari Romance Comedy
22,Sonic the Hedgehog,Action Science Fiction Comedy Family,Jeff Fowler,James Marsden,Ben Schwartz,Tika Sumpter,James Marsden Ben Schwartz Tika Sumpter Jeff Fowler Action Science Fiction Comedy Family
23,Fantasy Island,Horror Fantasy Adventure Mystery,Jeff Wadlow,Michael Peña,Maggie Q,Lucy Hale,Michael Peña Maggie Q Lucy Hale Jeff Wadlow Horror Fantasy Adventure Mystery
24,The Photograph,Drama Romance,Stella Meghie,Issa Rae,Lakeith Stanfield,Chelsea Peretti,Issa Rae Lakeith Stanfield Chelsea Peretti Stella Meghie Drama Romance
25,Downhill,Drama Comedy,"Nat Faxon, Jim Rash",Julia Louis-Dreyfus,Will Ferrell,Miranda Otto,"Julia Louis-Dreyfus Will Ferrell Miranda Otto Nat Faxon, Jim Rash Drama Comedy"
26,Spy Intervention,Action Adventure Comedy,Drew Mylrea,Drew Van Acker,Poppy Delevingne,Natasha Bassett,Drew Van Acker Poppy Delevingne Natasha Bassett Drew Mylrea Action Adventure Comedy
27,The Kindness of Strangers,Drama,Lone Scherfig,Andrea Riseborough,Tahar Rahim,Zoe Kazan,Andrea Riseborough Tahar Rahim Zoe Kazan Lone Scherfig Drama
28,The Call of the Wild,Adventure Family Drama,Chris Sanders,Harrison Ford,Omar Sy,Cara Gee,Harrison Ford Omar Sy Cara Gee Chris Sanders Adventure Family Drama
29,Emma,Comedy Romance,Autumn de Wilde,Anya Taylor-Joy,Johnny Flynn,Josh O'Connor,Anya Taylor-Joy Johnny Flynn Josh O'Connor Autumn de Wilde Comedy Romance
30,The Last Thing He Wanted,Drama Thriller,"Dee Rees (director, screenplay); Marco Villalobos (screenplay); Anne Hathaway, Ben Affleck, Rosie Perez, Edi Gathegi, Mel Rodriguez, Toby Jones, Willem Dafoe",Anne Hathaway,Ben Affleck,Rosie Perez,"Anne Hathaway Ben Affleck Rosie Perez Dee Rees (director, screenplay); Marco Villalobos (screenplay); Anne Hathaway, Ben Affleck, Rosie Perez, Edi Gathegi, Mel Rodriguez, Toby Jones, Willem Dafoe Drama Thriller"
31,Brahms: The Boy II,Horror Mystery Thriller,William Brent Bell,Katie Holmes,Owain Yeoman,Christopher Convery,Katie Holmes Owain Yeoman Christopher Convery William Brent Bell Horror Mystery Thriller
32,The Night Clerk,Thriller Crime Drama,Michael Cristofer,Tye Sheridan,Ana de Armas,Helen Hunt,Tye Sheridan Ana de Armas Helen Hunt Michael Cristofer Thriller Crime Drama
33,Impractical Jokers: The Movie,Comedy,Chris Henchy,Brian Quinn,Joe Gatto,Sal Vulcano,Brian Quinn Joe Gatto Sal Vulcano Chris Henchy Comedy
34,The Invisible Man,Thriller Science Fiction Horror,Leigh Whannell,Elisabeth Moss,Aldis Hodge,Storm Reid,Elisabeth Moss Aldis Hodge Storm Reid Leigh Whannell Thriller Science Fiction Horror
35,All the Bright Places,Romance Drama,Brett Haley,Elle Fanning,Justice Smith,Alexandra Shipp,Elle Fanning Justice Smith Alexandra Shipp Brett Haley Romance Drama
36,Wendy,Drama Fantasy,Benh Zeitlin,Tommie Lynn Milazzo,Shay Walker,,
37,Guns Akimbo,Comedy Action,Jason Lei Howden,Daniel Radcliffe,Samara Weaving,Natasha Liu Bordizzo,Daniel Radcliffe Samara Weaving Natasha Liu Bordizzo Jason Lei Howden Comedy Action
38,Onward,Family Animation Adventure Comedy Fantasy,Dan Scanlon,Tom Holland,Chris Pratt,Julia Louis-Dreyfus,Tom Holland Chris Pratt Julia Louis-Dreyfus Dan Scanlon Family Animation Adventure Comedy Fantasy
39,The Way Back,Drama,Gavin O'Connor,Ben Affleck,Al Madrigal,Michaela Watkins,Ben Affleck Al Madrigal Michaela Watkins Gavin O'Connor Drama
40,Spenser Confidential,Comedy Action Thriller,Peter Berg,Mark Wahlberg,Winston Duke,Alan Arkin,Mark Wahlberg Winston Duke Alan Arkin Peter Berg Comedy Action Thriller
41,The Banker,Drama,George Nolfi,Anthony Mackie,Nicholas Hoult,Nia Long,Anthony Mackie Nicholas Hoult Nia Long George Nolfi Drama
42,The Burnt Orange Heresy,Thriller,Giuseppe Capotondi,Claes Bang,Elizabeth Debicki,Mick Jagger,Claes Bang Elizabeth Debicki Mick Jagger Giuseppe Capotondi Thriller
43,Swallow,Drama Thriller,Carlo Mirabella-Davis,Haley Bennett,Austin Stowell,Elizabeth Marvel,Haley Bennett Austin Stowell Elizabeth Marvel Carlo Mirabella-Davis Drama Thriller
44,First Cow,Drama Western,Kelly Reichardt,John Magaro,Orion Hall,René Auberjonois,John Magaro Orion Hall René Auberjonois Kelly Reichardt Drama Western
45,Bloodshot,Action Science Fiction Adventure,Dave S. F. Wilson,Vin Diesel,Eiza González,Sam Heughan,Vin Diesel Eiza González Sam Heughan Dave S. F. Wilson Action Science Fiction Adventure
46,The Hunt,Action Thriller Horror,Craig Zobel,Betty Gilpin,Ike Barinholtz,Amy Madigan,Betty Gilpin Ike Barinholtz Amy Madigan Craig Zobel Action Thriller Horror
47,I Still Believe,Music Drama Romance,Erwin Brothers,KJ Apa,Britt Robertson,Shania Twain,KJ Apa Britt Robertson Shania Twain Erwin Brothers Music Drama Romance
48,Lost Girls,Drama Mystery Thriller History,Liz Garbus,Amy Ryan,Thomasin McKenzie,Lola Kirke,Amy Ryan Thomasin McKenzie Lola Kirke Liz Garbus Drama Mystery Thriller History
49,Stargirl,Comedy Drama Romance Family,Julia Hart,Grace VanderWaal,Graham Verchere,Giancarlo Esposito,Grace VanderWaal Graham Verchere Giancarlo Esposito Julia Hart Comedy Drama Romance Family
50,The Roads Not Taken,Drama,Sally Potter,Javier Bardem,Elle Fanning,Laura Linney,Javier Bardem Elle Fanning Laura Linney Sally Potter Drama
51,Never Rarely Sometimes Always,Drama,Eliza Hittman,Sidney Flanigan,Talia Ryder,Theodore Pellerin,Sidney Flanigan Talia Ryder Theodore Pellerin Eliza Hittman Drama
52,Big Time Adolescence,Comedy,Jason Orley,Pete Davidson,Griffin Gluck,Jon Cryer,Pete Davidson Griffin Gluck Jon Cryer Jason Orley Comedy
53,Lost Transmissions,Drama,Katharine O'Brien,Simon Pegg,Juno Temple,Alexandra Daddario,Simon Pegg Juno Temple Alexandra Daddario Katharine O'Brien Drama
54,No films had been released on this date as resulting the closure of theaters caused by the COVID-19 pandemic,,No films had been released on this date as resulting the closure of theaters caused by the COVID-19 pandemic,No films had been released on this date as resulting the closure of theaters caused by the COVID-19 pandemic,,,
55,Resistance,War History Drama,Jonathan Jakubowicz,Jesse Eisenberg,Ed Harris,Clémence Poésy,Jesse Eisenberg Ed Harris Clémence Poésy Jonathan Jakubowicz War History Drama
56,Uncorked,Drama Comedy,Prentice Penny,Mamoudou Athie,Courtney B. Vance,Niecy Nash,Mamoudou Athie Courtney B. Vance Niecy Nash Prentice Penny Drama Comedy
57,Vivarium,Science Fiction Thriller Mystery Horror,Lorcan Finnegan,Lorcan Finnegan (director); Imogen Poots,Jesse Eisenberg,,
58,Coffee & Kareem,Comedy Action Crime,Michael Dowse,Ed Helms,Taraji P. Henson,Betty Gilpin,Ed Helms Taraji P. Henson Betty Gilpin Michael Dowse Comedy Action Crime
59,Trolls World Tour,Family Animation Comedy Fantasy Adventure Music,Walt Dohrn,Anna Kendrick,Justin Timberlake,Rachel Bloom,Anna Kendrick Justin Timberlake Rachel Bloom Walt Dohrn Family Animation Comedy Fantasy Adventure Music
60,Love Wedding Repeat,Comedy Romance,Dean Craig,Olivia Munn,Sam Claflin,Freida Pinto,Olivia Munn Sam Claflin Freida Pinto Dean Craig Comedy Romance
61,The Main Event,Family Comedy,Jay Karas,Seth Carr,Tichina Arnold,Ken Marino,Seth Carr Tichina Arnold Ken Marino Jay Karas Family Comedy
62,We Summon the Darkness,Horror Thriller,Marc Meyers,Alexandra Daddario,Keean Johnson,Logan Miller,Alexandra Daddario Keean Johnson Logan Miller Marc Meyers Horror Thriller
63,The Lost Husband,Drama Romance,Vicky Wight,Leslie Bibb,Josh Duhamel,Nora Dunn,Leslie Bibb Josh Duhamel Nora Dunn Vicky Wight Drama Romance
64,Corona Zombies,Horror Comedy,Charles Band,Cody Renee Cameron,Russell Coker,Robin Sydney,Cody Renee Cameron Russell Coker Robin Sydney Charles Band Horror Comedy
65,Sergio,Drama,Greg Barker,Wagner Moura,Ana de Armas,Garret Dillahunt,Wagner Moura Ana de Armas Garret Dillahunt Greg Barker Drama
66,The Willoughbys,Animation Comedy Family,Kris Pearn,Will Forte,Maya Rudolph,Alessia Cara,Will Forte Maya Rudolph Alessia Cara Kris Pearn Animation Comedy Family
67,Extraction,Drama Action Thriller,Sam Hargrave,Chris Hemsworth,Rudhraksh Jaiswal,Randeep Hooda,Chris Hemsworth Rudhraksh Jaiswal Randeep Hooda Sam Hargrave Drama Action Thriller
68,Braking for Whales,Drama Comedy,Sean McEwen,Tom Felton,Tammin Sursok,Wendi McLendon-Covey,Tom Felton Tammin Sursok Wendi McLendon-Covey Sean McEwen Drama Comedy
69,Bad Education,Drama Crime History,Cory Finley,Hugh Jackman,Allison Janney,Geraldine Viswanathan,Hugh Jackman Allison Janney Geraldine Viswanathan Cory Finley Drama Crime History
70,Dangerous Lies,Thriller,Michael Scott,Camila Mendes,Jessie T. Usher,Jamie Chung,Camila Mendes Jessie T. Usher Jamie Chung Michael Scott Thriller
71,All Day and a Night,Drama,Joe Robert Cole,Ashton Sanders,Jeffrey Wright,Yahya Abdul-Mateen II,Ashton Sanders Jeffrey Wright Yahya Abdul-Mateen II Joe Robert Cole Drama
72,The Wretched,Horror Mystery Thriller,The Pierce Brothers,John-Paul Howard,Piper Curda,Zarah Mahler,John-Paul Howard Piper Curda Zarah Mahler The Pierce Brothers Horror Mystery Thriller
73,The Half of It,Comedy Romance Drama,Alice Wu,Leah Lewis,Daniel Diemer,Alexxis Lemire,Leah Lewis Daniel Diemer Alexxis Lemire Alice Wu Comedy Romance Drama
74,Arkansas,Crime Thriller,Clark Duke,Liam Hemsworth,Clark Duke,Michael Kenneth Williams,Liam Hemsworth Clark Duke Michael Kenneth Williams Clark Duke Crime Thriller
75,Valley Girl,Comedy Romance,Rachel Lee Goldenberg,Jessica Rothe,Josh Whitehouse,Mae Whitman,Jessica Rothe Josh Whitehouse Mae Whitman Rachel Lee Goldenberg Comedy Romance
76,Capone,Crime Drama,Josh Trank,Tom Hardy,Linda Cardellini,Jack Lowden,Tom Hardy Linda Cardellini Jack Lowden Josh Trank Crime Drama
77,The Wrong Missy,Comedy Romance,Tyler Spindel,David Spade,Lauren Lapkus,Geoff Pierson,David Spade Lauren Lapkus Geoff Pierson Tyler Spindel Comedy Romance
78,Scoob!,Animation Comedy Family Mystery,Tony Cervone,Will Forte,Mark Wahlberg,Jason Isaacs,Will Forte Mark Wahlberg Jason Isaacs Tony Cervone Animation Comedy Family Mystery
79,Blood and Money,Thriller Crime Drama Action,John Barr,Tom Berenger,Kristen Hager,Mark Sivertsen,Tom Berenger Kristen Hager Mark Sivertsen John Barr Thriller Crime Drama Action
80,Body Cam,Horror Thriller Mystery,Malik Vitthal,Mary J. Blige,Nat Wolff,David Zayas,Mary J. Blige Nat Wolff David Zayas Malik Vitthal Horror Thriller Mystery
81,The Lovebirds,Comedy Action Romance,Michael Showalter,Issa Rae,Kumail Nanjiani,Paul Sparks,Issa Rae Kumail Nanjiani Paul Sparks Michael Showalter Comedy Action Romance
82,Inheritance,Thriller,Vaughn Stein,Lily Collins,Simon Pegg,Chace Crawford,Lily Collins Simon Pegg Chace Crawford Vaughn Stein Thriller
83,Survive the Night,Action Thriller,Matt Eskandari,Bruce Willis,Chad Michael Murray,,
84,The Wanting Mare,Drama Fantasy Romance Science Fiction,Nicholas Ashe Bateman,Josh Clark,,,
85,The High Note,Romance Comedy Music Drama,Nisha Ganatra,Dakota Johnson,Tracee Ellis Ross,Kelvin Harrison Jr.,Dakota Johnson Tracee Ellis Ross Kelvin Harrison Jr. Nisha Ganatra Romance Comedy Music Drama
86,Shirley,Drama Thriller,Josephine Decker,Elisabeth Moss,Michael Stuhlbarg,Odessa Young,Elisabeth Moss Michael Stuhlbarg Odessa Young Josephine Decker Drama Thriller
87,The Last Days of American Crime,Action Crime Thriller,Olivier Megaton,Édgar Ramírez,Anna Brewster,Michael Pitt,Édgar Ramírez Anna Brewster Michael Pitt Olivier Megaton Action Crime Thriller
88,Becky,Thriller Crime Horror Action,"Jonathan Milott, Cary Murnion",Lulu Wilson,Kevin James,Joel McHale,"Lulu Wilson Kevin James Joel McHale Jonathan Milott, Cary Murnion Thriller Crime Horror Action"
89,Think Like a Dog,Family Comedy Drama,Gil Junger,Josh Duhamel,Megan Fox,,
90,Da 5 Bloods,War Drama,Spike Lee,Delroy Lindo,Jonathan Majors,Clarke Peters,Delroy Lindo Jonathan Majors Clarke Peters Spike Lee War Drama
91,Artemis Fowl,Adventure Fantasy Science Fiction Family Action,Kenneth Branagh,Ferdia Shaw,Lara McDonnell,Josh Gad,Ferdia Shaw Lara McDonnell Josh Gad Kenneth Branagh Adventure Fantasy Science Fiction Family Action
92,The King of Staten Island,Comedy Drama,Judd Apatow,Pete Davidson,Marisa Tomei,Bill Burr,Pete Davidson Marisa Tomei Bill Burr Judd Apatow Comedy Drama
93,Sniper: Assassin's End,Action,Kaare Andrews,Chad Michael Collins,Tom Berenger,Sayaka Akimoto,Chad Michael Collins Tom Berenger Sayaka Akimoto Kaare Andrews Action
94,You Should Have Left,Horror Thriller,David Koepp,Kevin Bacon,Amanda Seyfried,,
95,Wasp Network,Drama History Thriller,Olivier Assayas,Penélope Cruz,Édgar Ramírez,Gael García Bernal,Penélope Cruz Édgar Ramírez Gael García Bernal Olivier Assayas Drama History Thriller
96,Feel the Beat,Comedy Music Drama,Elissa Down,Elissa Down (director); Sofia Carson,Enrico Colantoni,Wolfgang Novogratz,Elissa Down (director); Sofia Carson Enrico Colantoni Wolfgang Novogratz Elissa Down Comedy Music Drama
97,7500,Action Drama Thriller,Patrick Vollrath,Joseph Gordon-Levitt,,,
98,Athlete A,Documentary,"Bonni Cohen, Jon Shenk",Bonni Cohen,Jon Shenk (director),,
99,Eurovision Song Contest: The Story of Fire Saga,Comedy Music,David Dobkin,Will Ferrell,Rachel McAdams,Dan Stevens,Will Ferrell Rachel McAdams Dan Stevens David Dobkin Comedy Music
100,Irresistible,Comedy Drama,Jon Stewart,Steve Carell,Chris Cooper,Mackenzie Davis,Steve Carell Chris Cooper Mackenzie Davis Jon Stewart Comedy Drama
101,My Spy,Family Action Comedy,Peter Segal,Dave Bautista,Chloe Coleman,Kristen Schaal,Dave Bautista Chloe Coleman Kristen Schaal Peter Segal Family Action Comedy
102,We Bare Bears: The Movie,Animation Adventure Family Comedy TV Movie,Daniel Chong,Eric Edelstein,Bobby Moynihan,Demetri Martin,Eric Edelstein Bobby Moynihan Demetri Martin Daniel Chong Animation Adventure Family Comedy TV Movie
103,Hamilton,History Drama,Thomas Kail,Thomas Kail (director); Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr.,Thomas Kail (director); Lin-Manuel Miranda Phillipa Soo Leslie Odom Jr. Thomas Kail History Drama
104,Relic,Horror Drama Mystery Thriller,Natalie Erika James,Emily Mortimer,Robyn Nevin,Bella Heathcote,Emily Mortimer Robyn Nevin Bella Heathcote Natalie Erika James Horror Drama Mystery Thriller
105,Desperados,Comedy Romance,LP,Anna Camp,Robbie Amell,Nasim Pedrad,Anna Camp Robbie Amell Nasim Pedrad LP Comedy Romance
106,The Old Guard,Action Fantasy,Gina Prince-Bythewood,Charlize Theron,KiKi Layne,Marwan Kenzari,Charlize Theron KiKi Layne Marwan Kenzari Gina Prince-Bythewood Action Fantasy
107,Money Plane,Action Crime Thriller,Andrew Lawrence,Adam Copeland,Kelsey Grammer,Thomas Jane,Adam Copeland Kelsey Grammer Thomas Jane Andrew Lawrence Action Crime Thriller
108,Greyhound,War Action Drama,Aaron Schneider,Tom Hanks,Stephen Graham,Rob Morgan,Tom Hanks Stephen Graham Rob Morgan Aaron Schneider War Action Drama
109,Palm Springs,Comedy Romance Science Fiction,Max Barbakow,Andy Samberg,Cristin Milioti,Peter Gallagher,Andy Samberg Cristin Milioti Peter Gallagher Max Barbakow Comedy Romance Science Fiction
110,Fatal Affair,Thriller,Peter Sullivan,Nia Long,Omar Epps,Stephen Bishop,Nia Long Omar Epps Stephen Bishop Peter Sullivan Thriller
111,The Silencing,Thriller Action,Robin Pront,Annabelle Wallis,Hero Fiennes-Tiffin,Nikolaj Coster-Waldau,Annabelle Wallis Hero Fiennes-Tiffin Nikolaj Coster-Waldau Robin Pront Thriller Action
112,A Nice Girl Like You,Comedy Romance,The Brothers Riedell,Lucy Hale,Leonidas Gulaptis,Jackie Cruz,Lucy Hale Leonidas Gulaptis Jackie Cruz The Brothers Riedell Comedy Romance
113,Ghosts of War,Horror Thriller War Fantasy,Eric Bress,Brenton Thwaites,Theo Rossi,Skylar Astin,Brenton Thwaites Theo Rossi Skylar Astin Eric Bress Horror Thriller War Fantasy
114,Animal Crackers,Comedy Animation Adventure,"Scott Christian Sava, Tony Bancroft",John Krasinski,Emily Blunt,Ian McKellen,"John Krasinski Emily Blunt Ian McKellen Scott Christian Sava, Tony Bancroft Comedy Animation Adventure"
115,The Kissing Booth 2,Comedy Romance,Vince Marcello,Joey King,Joel Courtney,Jacob Elordi,Joey King Joel Courtney Jacob Elordi Vince Marcello Comedy Romance
116,The Rental,Horror,Dave Franco,Dan Stevens,Alison Brie,Sheila Vand,Dan Stevens Alison Brie Sheila Vand Dave Franco Horror
117,Deep Blue Sea 3,Action Horror Science Fiction,John Pogue,Tania Raymonde,Nathaniel Buzolic,Emerson Brooks,Tania Raymonde Nathaniel Buzolic Emerson Brooks John Pogue Action Horror Science Fiction
118,Black Is King,Music,"Beyoncé, Emmanuel Adjei, Blitz Bazawule, Ibra Ake, Jenn Nkiru, Jake Nava, Pierre Debusschere, Dikayl Rimmasch",Beyoncé,,,
119,The Secret: Dare To Dream,Drama Romance,Andy Tennant,Katie Holmes,Josh Lucas,Jerry O'Connell,Katie Holmes Josh Lucas Jerry O'Connell Andy Tennant Drama Romance
120,Summerland,Drama War Romance,Jessica Swale,Gemma Arterton,Gugu Mbatha-Raw,Penelope Wilton,Gemma Arterton Gugu Mbatha-Raw Penelope Wilton Jessica Swale Drama War Romance
121,She Dies Tomorrow,Drama,Amy Seimetz,Kate Lyn Sheil,Jane Adams,Kentucker Audley,Kate Lyn Sheil Jane Adams Kentucker Audley Amy Seimetz Drama
122,An American Pickle,Comedy Drama,Brandon Trost,Seth Rogen,Sarah Snook,,
123,The Tax Collector,Action Crime Drama,David Ayer,Bobby Soto,Shia LaBeouf,Cinthya Carmona,Bobby Soto Shia LaBeouf Cinthya Carmona David Ayer Action Crime Drama
124,Waiting for the Barbarians,Drama History,Ciro Guerra,Mark Rylance,Johnny Depp,Robert Pattinson,Mark Rylance Johnny Depp Robert Pattinson Ciro Guerra Drama History
125,Project Power,Action Crime Science Fiction,"Henry Joost, Ariel Schulman",Jamie Foxx,Joseph Gordon-Levitt,Dominique Fishback,"Jamie Foxx Joseph Gordon-Levitt Dominique Fishback Henry Joost, Ariel Schulman Action Crime Science Fiction"
126,The SpongeBob Movie: Sponge on the Run (Canadian theatrical release),,Tim Hill,Tom Kenny,Awkwafina,Matt Berry,
127,Magic Camp,Family Fantasy Comedy,Mark Waters,Adam DeVine,Gillian Jacobs,Jeffrey Tambor,Adam DeVine Gillian Jacobs Jeffrey Tambor Mark Waters Family Fantasy Comedy
128,Spree,Thriller Horror Comedy,Eugene Kotlyarenko,Joe Keery,Sasheer Zamata,Mischa Barton,Joe Keery Sasheer Zamata Mischa Barton Eugene Kotlyarenko Thriller Horror Comedy
129,Boys State,Documentary,"Amanda McBaine, Jesse Moss",Amanda McBaine,Jesse Moss (directors),,
130,The One and Only Ivan,Family Comedy Drama,Thea Sharrock,Sam Rockwell,Angelina Jolie,Danny DeVito,Sam Rockwell Angelina Jolie Danny DeVito Thea Sharrock Family Comedy Drama
131,Unhinged,Action Thriller,Derrick Borte,Russell Crowe,Caren Pistorius,Gabriel Bateman,Russell Crowe Caren Pistorius Gabriel Bateman Derrick Borte Action Thriller
132,Tesla,History Drama,Michael Almereyda,Ethan Hawke,Eve Hewson,Ebon Moss-Bachrach,Ethan Hawke Eve Hewson Ebon Moss-Bachrach Michael Almereyda History Drama
133,Cut Throat City,Action Crime Drama Thriller,RZA,Shameik Moore,T.I.,Demetrius Shipp Jr.,Shameik Moore T.I. Demetrius Shipp Jr. RZA Action Crime Drama Thriller
134,Words on Bathroom Walls,Drama Romance,Thor Freudenthal,Charlie Plummer,Andy García,Taylor Russell,Charlie Plummer Andy García Taylor Russell Thor Freudenthal Drama Romance
135,Hard Kill,Action Thriller,Matt Eskandari,Jesse Metcalfe,Bruce Willis,,
136,Chemical Hearts,Drama Romance,Richard Tanne,Austin Abrams,Lili Reinhart,,
137,Tenet,Action Thriller Science Fiction,Christopher Nolan,John David Washington,Robert Pattinson,Elizabeth Debicki,John David Washington Robert Pattinson Elizabeth Debicki Christopher Nolan Action Thriller Science Fiction
138,Bill & Ted Face the Music,Comedy Science Fiction Adventure,Dean Parisot,Keanu Reeves,Alex Winter,Kristen Schaal,Keanu Reeves Alex Winter Kristen Schaal Dean Parisot Comedy Science Fiction Adventure
139,The New Mutants,Science Fiction Horror Action Mystery Adventure,Josh Boone,Maisie Williams,Anya Taylor-Joy,Charlie Heaton,Maisie Williams Anya Taylor-Joy Charlie Heaton Josh Boone Science Fiction Horror Action Mystery Adventure
140,The Personal History of David Copperfield,Comedy,Armando Iannucci,Dev Patel,Aneurin Barnard,Peter Capaldi,Dev Patel Aneurin Barnard Peter Capaldi Armando Iannucci Comedy
141,I'm Thinking of Ending Things,Drama Fantasy Mystery Thriller,Charlie Kaufman,Jesse Plemons,Jessie Buckley,Toni Collette,Jesse Plemons Jessie Buckley Toni Collette Charlie Kaufman Drama Fantasy Mystery Thriller
142,Phineas and Ferb the Movie: Candace Against the Universe,Family Animation Science Fiction Comedy TV Movie,Bob Bowen,Vincent Martella,Ashley Tisdale,David Errigo Jr.,Vincent Martella Ashley Tisdale David Errigo Jr. Bob Bowen Family Animation Science Fiction Comedy TV Movie
143,All Together Now,Drama,Brett Haley,Auliʻi Cravalho,Rhenzy Feliz,Judy Reyes,Auliʻi Cravalho Rhenzy Feliz Judy Reyes Brett Haley Drama
144,Rogue,Action Horror Thriller,M. J. Bassett,Megan Fox,Philip Winchester,,
145,Centigrade,Thriller,Brendan Walsh,Genesis Rodriguez,Vincent Piazza,Louis Cancelmi,Genesis Rodriguez Vincent Piazza Louis Cancelmi Brendan Walsh Thriller
146,Fatima,Drama,Marco Pontecorvo,Joaquim de Almeida,Goran Višnjić,Stephanie Gil,Joaquim de Almeida Goran Višnjić Stephanie Gil Marco Pontecorvo Drama
147,All Together Now,Drama,Brett Haley,Auliʻi Cravalho,Rhenzy Feliz,Judy Reyes,Auliʻi Cravalho Rhenzy Feliz Judy Reyes Brett Haley Drama
148,"Love, Guaranteed",Romance Comedy,Mark Steven Johnson,Rachael Leigh Cook,Damon Wayans Jr.,,
